description	bettype	bet_kumiban	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	daily_betamt	daily_hitamt	daily_incomeamt
0037	3F	156	348	60	34800	32700	-2100	0.17	0.94	61	57	-4
0037	3F	234	108	22	10800	8040	-2760	0.20	0.74	19	14	-5
0037	3F	235	67	21	6700	6900	200	0.31	1.03	11	12	1
0037	3F	236	115	14	11500	8270	-3230	0.12	0.72	20	14	-6
0037	3F	245	46	3	4600	970	-3630	0.07	0.21	8	1	-7
0037	3F	246	77	8	7700	2640	-5060	0.10	0.34	13	4	-9
0037	3F	256	48	10	4800	5640	840	0.21	1.18	8	9	1
0037	3T	123	9211	1047	921100	783910	-137190	0.11	0.85	1630	1387	-243
0037	3T	124	16171	1411	1617100	1219640	-397460	0.09	0.75	2862	2158	-704
0037	3T	125	6052	442	605200	540470	-64730	0.07	0.89	1071	956	-115
0037	3T	126	5420	278	542000	415720	-126280	0.05	0.77	959	735	-224
0037	3T	132	112	9	11200	8000	-3200	0.08	0.71	19	14	-5
0037	3T	134	6188	590	618800	500300	-118500	0.10	0.81	1095	885	-210
0037	3T	135	3195	249	319500	234870	-84630	0.08	0.74	565	415	-150
0037	3T	136	3125	186	312500	236350	-76150	0.06	0.76	553	418	-135
0037	3T	142	56	2	5600	5540	-60	0.04	0.99	9	9	0
0037	3T	143	56	6	5600	13200	7600	0.11	2.36	9	23	14
0037	3T	145	1256	65	125600	72620	-52980	0.05	0.58	222	128	-94
0037	3T	146	1136	56	113600	74080	-39520	0.05	0.65	201	131	-70
0037	3T	152	16	0	1600	0	-1600	0.00	0.00	2	0	-2
0037	3T	153	39	1	3900	1420	-2480	0.03	0.36	6	2	-4
0016	1T	1	62361	37085	6236100	5749680	-486420	0.59	0.92	11037	10176	-861
0016	1T	2	8071	3047	807100	738250	-68850	0.38	0.91	1428	1306	-122
0016	2F	12	30384	10439	3038400	2572980	-465420	0.34	0.85	5377	4553	-824
0016	2F	13	17133	5356	1713300	1380470	-332830	0.31	0.81	3032	2443	-589
0016	2F	14	8594	2475	859400	655790	-203610	0.29	0.76	1521	1160	-361
0016	2F	15	2157	506	215700	178510	-37190	0.23	0.83	381	315	-66
0016	2F	16	1729	343	172900	149050	-23850	0.20	0.86	306	263	-43
0016	2F	23	552	120	55200	43050	-12150	0.22	0.78	97	76	-21
0016	2F	24	437	104	43700	42150	-1550	0.24	0.96	77	74	-3
0016	2F	25	286	44	28600	20760	-7840	0.15	0.73	50	36	-14
0016	2F	26	340	53	34000	24970	-9030	0.16	0.73	60	44	-16
0016	2T	12	30168	7889	3016800	2462520	-554280	0.26	0.82	5339	4358	-981
0016	2T	13	17133	3894	1713300	1331710	-381590	0.23	0.78	3032	2357	-675
0016	2T	14	8594	1814	859400	670740	-188660	0.21	0.78	1521	1187	-334
0016	2T	15	2157	364	215700	184030	-31670	0.17	0.85	381	325	-56
0016	2T	16	1729	245	172900	156840	-16060	0.14	0.91	306	277	-29
0016	2T	21	216	22	21600	19940	-1660	0.10	0.92	38	35	-3
0016	2T	23	552	69	55200	43650	-11550	0.13	0.79	97	77	-20
0016	2T	24	437	58	43700	42180	-1520	0.13	0.97	77	74	-3
0016	2T	25	286	28	28600	26660	-1940	0.10	0.93	50	47	-3
0016	2T	26	340	29	34000	21640	-12360	0.09	0.64	60	38	-22
0016	3F	123	4389	1293	438900	358210	-80690	0.29	0.82	776	634	-142
0016	3F	124	11162	2445	1116200	818830	-297370	0.22	0.73	1975	1449	-526
0016	3F	125	5882	1101	588200	463710	-124490	0.19	0.79	1041	820	-221
0016	3F	126	7614	981	761400	652440	-108960	0.13	0.86	1347	1154	-193
0016	3F	134	5314	1183	531400	406350	-125050	0.22	0.76	940	719	-221
0016	3F	135	4003	730	400300	290410	-109890	0.18	0.73	708	514	-194
0016	3F	136	4557	575	455700	333440	-122260	0.13	0.73	806	590	-216
0016	3F	145	1599	296	159900	125710	-34190	0.19	0.79	283	222	-61
0016	3F	146	1452	219	145200	127920	-17280	0.15	0.88	256	226	-30
0016	3F	156	401	63	40100	36090	-4010	0.16	0.90	70	63	-7
0016	3F	234	133	28	13300	12220	-1080	0.21	0.92	23	21	-2
0016	3F	235	154	27	15400	10860	-4540	0.18	0.71	27	19	-8
0016	3F	236	158	17	15800	7680	-8120	0.11	0.49	27	13	-14
0016	3F	245	117	16	11700	8130	-3570	0.14	0.69	20	14	-6
0016	3F	246	95	9	9500	4890	-4610	0.09	0.51	16	8	-8
0016	3F	256	48	4	4800	1540	-3260	0.08	0.32	8	2	-6
0016	3T	123	4231	588	423100	354860	-68240	0.14	0.84	748	628	-120
0016	3T	124	11113	1071	1111300	813720	-297580	0.10	0.73	1966	1440	-526
0016	3T	125	5824	471	582400	469770	-112630	0.08	0.81	1030	831	-199
0016	3T	126	7497	436	749700	685280	-64420	0.06	0.91	1326	1212	-114
0016	3T	132	147	9	14700	8080	-6620	0.06	0.55	26	14	-12
0016	3T	134	5268	505	526800	422040	-104760	0.10	0.80	932	746	-186
0016	3T	135	3977	312	397700	298330	-99370	0.08	0.75	703	528	-175
0016	3T	136	4537	260	453700	346160	-107540	0.06	0.76	803	612	-191
0016	3T	142	7	0	700	0	-700	0.00	0.00	1	0	-1
0016	3T	143	46	4	4600	4570	-30	0.09	0.99	8	8	0
0016	3T	145	1546	97	154600	112010	-42590	0.06	0.72	273	198	-75
0016	3T	146	1424	88	142400	117440	-24960	0.06	0.82	252	207	-45
0016	3T	152	15	1	1500	1160	-340	0.07	0.77	2	2	0
0016	3T	153	26	0	2600	0	-2600	0.00	0.00	4	0	-4
0016	3T	154	53	4	5300	5020	-280	0.08	0.95	9	8	-1
0016	3T	156	395	22	39500	35720	-3780	0.06	0.90	69	63	-6
0016	3T	162	1	0	100	0	-100	0.00	0.00	0	0	0
0016	3T	163	20	0	2000	0	-2000	0.00	0.00	3	0	-3
0016	3T	164	28	3	2800	3200	400	0.11	1.14	4	5	1
0016	3T	165	6	0	600	0	-600	0.00	0.00	1	0	-1
0016	3T	213	11	0	1100	0	-1100	0.00	0.00	1	0	-1
0016	3T	214	42	3	4200	3080	-1120	0.07	0.73	7	5	-2
0016	3T	215	43	1	4300	1530	-2770	0.02	0.36	7	2	-5
0016	3T	216	116	2	11600	8470	-3130	0.02	0.73	20	14	-6
0016	3T	234	133	7	13300	10540	-2760	0.05	0.79	23	18	-5
0016	3T	235	153	8	15300	11880	-3420	0.05	0.78	27	21	-6
0016	3T	236	156	7	15600	8370	-7230	0.04	0.54	27	14	-13
0016	3T	245	115	3	11500	8110	-3390	0.03	0.71	20	14	-6
0016	3T	246	94	4	9400	8090	-1310	0.04	0.86	16	14	-2
0037	3T	154	34	0	3400	0	-3400	0.00	0.00	6	0	-6
0037	3T	156	341	19	34100	32400	-1700	0.06	0.95	60	57	-3
0037	3T	162	11	1	1100	1030	-70	0.09	0.94	1	1	0
0037	3T	163	24	1	2400	2880	480	0.04	1.20	4	5	1
0037	3T	164	24	1	2400	1700	-700	0.04	0.71	4	3	-1
0037	3T	165	7	0	700	0	-700	0.00	0.00	1	0	-1
0037	3T	213	1	0	100	0	-100	0.00	0.00	0	0	0
0037	3T	214	17	1	1700	1250	-450	0.06	0.74	3	2	-1
0037	3T	215	7	0	700	0	-700	0.00	0.00	1	0	-1
0037	3T	216	56	3	5600	15750	10150	0.05	2.81	9	27	18
0037	3T	234	108	3	10800	2950	-7850	0.03	0.27	19	5	-14
0037	3T	235	60	5	6000	9310	3310	0.08	1.55	10	16	6
0037	3T	236	114	4	11400	7520	-3880	0.04	0.66	20	13	-7
0037	3T	245	44	1	4400	860	-3540	0.02	0.20	7	1	-6
0037	3T	246	74	2	7400	1580	-5820	0.03	0.21	13	2	-11
0037	3T	253	7	1	700	960	260	0.14	1.37	1	1	0
0037	3T	254	2	0	200	0	-200	0.00	0.00	0	0	0
0037	3T	256	48	3	4800	6960	2160	0.06	1.45	8	12	4
0037	3T	263	1	0	100	0	-100	0.00	0.00	0	0	0
0037	3T	264	3	0	300	0	-300	0.00	0.00	0	0	0
0045	3T	136	1219	61	121900	106160	-15740	0.05	0.87	215	187	-28
0045	3T	142	199	16	19900	13040	-6860	0.08	0.66	35	23	-12
0045	3T	143	117	5	11700	4100	-7600	0.04	0.35	20	7	-13
0045	3T	145	654	35	65400	46520	-18880	0.05	0.71	115	82	-33
0045	3T	146	979	39	97900	72820	-25080	0.04	0.74	173	128	-45
0045	3T	152	52	3	5200	2870	-2330	0.06	0.55	9	5	-4
0045	3T	153	151	4	15100	15890	790	0.03	1.05	26	28	2
0045	3T	154	313	9	31300	31450	150	0.03	1.00	55	55	0
0045	3T	156	911	21	91100	78240	-12860	0.02	0.86	161	138	-23
0045	3T	162	61	1	6100	850	-5250	0.02	0.14	10	1	-9
0045	3T	163	78	7	7800	17270	9470	0.09	2.21	13	30	17
0038	1T	1	62981	37281	6298100	5810450	-487650	0.59	0.92	11147	10283	-864
0038	1T	2	7958	2982	795800	733660	-62140	0.37	0.92	1408	1298	-110
0038	2F	12	31611	10656	3161100	2671790	-489310	0.34	0.85	5594	4728	-866
0038	2F	13	17100	5225	1710000	1369850	-340150	0.31	0.80	3026	2424	-602
0038	2F	14	8511	2394	851100	654270	-196830	0.28	0.77	1506	1158	-348
0038	2F	15	1910	466	191000	158510	-32490	0.24	0.83	338	280	-58
0038	2F	16	1514	301	151400	123160	-28240	0.20	0.81	267	217	-50
0038	2F	23	689	155	68900	57460	-11440	0.22	0.83	121	101	-20
0038	2F	24	434	85	43400	36510	-6890	0.20	0.84	76	64	-12
0038	2F	25	213	36	21300	15080	-6220	0.17	0.71	37	26	-11
0038	2F	26	317	53	31700	24090	-7610	0.17	0.76	56	42	-14
0038	2T	12	31390	8035	3139000	2548090	-590910	0.26	0.81	5555	4509	-1046
0038	2T	13	17100	3769	1710000	1305310	-404690	0.22	0.76	3026	2310	-716
0038	2T	14	8511	1739	851100	654180	-196920	0.20	0.77	1506	1157	-349
0038	2T	15	1910	329	191000	159280	-31720	0.17	0.83	338	281	-57
0038	2T	16	1514	209	151400	130000	-21400	0.14	0.86	267	230	-37
0038	2T	21	221	21	22100	19150	-2950	0.10	0.87	39	33	-6
0038	2T	23	689	96	68900	62930	-5970	0.14	0.91	121	111	-10
0038	2T	24	434	51	43400	35400	-8000	0.12	0.82	76	62	-14
0038	2T	25	213	28	21300	21090	-210	0.13	0.99	37	37	0
0038	2T	26	317	30	31700	23190	-8510	0.09	0.73	56	41	-15
0038	3F	123	5001	1410	500100	407950	-92150	0.28	0.82	885	722	-163
0038	3F	124	11687	2567	1168700	884240	-284460	0.22	0.76	2068	1565	-503
0038	3F	125	5795	1046	579500	452260	-127240	0.18	0.78	1025	800	-225
0038	3F	126	8065	956	806500	675220	-131280	0.12	0.84	1427	1195	-232
0038	3F	134	5285	1162	528500	409780	-118720	0.22	0.78	935	725	-210
0038	3F	135	4052	746	405200	304010	-101190	0.18	0.75	717	538	-179
0038	3F	136	4601	574	460100	358960	-101140	0.12	0.78	814	635	-179
0038	3F	145	1710	297	171000	128680	-42320	0.17	0.75	302	227	-75
0038	3F	146	1433	202	143300	122480	-20820	0.14	0.85	253	216	-37
0038	3F	156	333	57	33300	27440	-5860	0.17	0.82	58	48	-10
0038	3F	234	137	27	13700	11370	-2330	0.20	0.83	24	20	-4
0038	3F	235	213	42	21300	19160	-2140	0.20	0.90	37	33	-4
0038	3F	236	199	32	19900	16180	-3720	0.16	0.81	35	28	-7
0038	3F	245	122	14	12200	5940	-6260	0.11	0.49	21	10	-11
0038	3F	246	86	5	8600	2910	-5690	0.06	0.34	15	5	-10
0038	3F	256	30	6	3000	4730	1730	0.20	1.58	5	8	3
0038	3T	123	4913	641	491300	412650	-78650	0.13	0.84	869	730	-139
0038	3T	124	11635	1113	1163500	882190	-281310	0.10	0.76	2059	1561	-498
0038	3T	125	5747	443	574700	465400	-109300	0.08	0.81	1017	823	-194
0038	3T	126	7934	420	793400	700000	-93400	0.05	0.88	1404	1238	-166
0038	3T	132	82	7	8200	5380	-2820	0.09	0.66	14	9	-5
0038	3T	134	5235	504	523500	421710	-101790	0.10	0.81	926	746	-180
0038	3T	135	4015	302	401500	287710	-113790	0.08	0.72	710	509	-201
0038	3T	136	4584	248	458400	344730	-113670	0.05	0.75	811	610	-201
0038	3T	142	8	0	800	0	-800	0.00	0.00	1	0	-1
0038	3T	143	50	2	5000	5840	840	0.04	1.17	8	10	2
0038	3T	145	1661	88	166100	100240	-65860	0.05	0.60	293	177	-116
0038	3T	146	1394	79	139400	108310	-31090	0.06	0.78	246	191	-55
0038	3T	152	14	0	1400	0	-1400	0.00	0.00	2	0	-2
0038	3T	153	37	3	3700	2910	-790	0.08	0.79	6	5	-1
0038	3T	154	49	3	4900	2210	-2690	0.06	0.45	8	3	-5
0038	3T	156	325	19	32500	29210	-3290	0.06	0.90	57	51	-6
0038	3T	162	1	0	100	0	-100	0.00	0.00	0	0	0
0038	3T	163	17	2	1700	3020	1320	0.12	1.78	3	5	2
0038	3T	164	39	1	3900	1980	-1920	0.03	0.51	6	3	-3
0038	3T	165	8	1	800	1310	510	0.13	1.64	1	2	1
0038	3T	213	6	0	600	0	-600	0.00	0.00	1	0	-1
0038	3T	214	44	1	4400	1510	-2890	0.02	0.34	7	2	-5
0038	3T	215	34	0	3400	0	-3400	0.00	0.00	6	0	-6
0038	3T	216	130	9	13000	33120	20120	0.07	2.55	23	58	35
0038	3T	234	136	8	13600	14910	1310	0.06	1.10	24	26	2
0038	3T	235	211	11	21100	21140	40	0.05	1.00	37	37	0
0038	3T	236	198	12	19800	15310	-4490	0.06	0.77	35	27	-8
0038	3T	243	1	0	100	0	-100	0.00	0.00	0	0	0
0038	3T	245	121	2	12100	7300	-4800	0.02	0.60	21	12	-9
0038	3T	246	86	0	8600	0	-8600	0.00	0.00	15	0	-15
0038	3T	253	2	0	200	0	-200	0.00	0.00	0	0	0
0038	3T	254	1	0	100	0	-100	0.00	0.00	0	0	0
0038	3T	256	29	1	2900	2270	-630	0.03	0.78	5	4	-1
0038	3T	263	1	0	100	0	-100	0.00	0.00	0	0	0
0038	3T	265	1	0	100	0	-100	0.00	0.00	0	0	0
0045	3T	164	79	1	7900	2260	-5640	0.01	0.29	13	4	-9
0045	3T	165	22	0	2200	0	-2200	0.00	0.00	3	0	-3
0045	3T	213	61	6	6100	6290	190	0.10	1.03	10	11	1
0045	3T	214	121	8	12100	16940	4840	0.07	1.40	21	29	8
0045	3T	215	72	1	7200	1600	-5600	0.01	0.22	12	2	-10
0045	3T	216	216	1	21600	3060	-18540	0.00	0.14	38	5	-33
0045	3T	231	239	7	23900	13130	-10770	0.03	0.55	42	23	-19
0045	3T	234	64	0	6400	0	-6400	0.00	0.00	11	0	-11
0045	3T	235	47	0	4700	0	-4700	0.00	0.00	8	0	-8
0045	3T	236	65	2	6500	13420	6920	0.03	2.06	11	23	12
0045	3T	241	731	28	73100	48940	-24160	0.04	0.67	129	86	-43
0045	3T	243	6	0	600	0	-600	0.00	0.00	1	0	-1
0045	3T	245	84	0	8400	0	-8400	0.00	0.00	14	0	-14
0045	3T	246	140	3	14000	4990	-9010	0.02	0.36	24	8	-16
0045	3T	251	1018	25	101800	87840	-13960	0.02	0.86	180	155	-25
0045	3T	253	33	1	3300	5800	2500	0.03	1.76	5	10	5
0045	3T	254	33	0	3300	0	-3300	0.00	0.00	5	0	-5
0045	3T	256	217	6	21700	10020	-11680	0.03	0.46	38	17	-21
0045	3T	261	655	12	65500	71470	5970	0.02	1.09	115	126	11
0045	3T	263	26	0	2600	0	-2600	0.00	0.00	4	0	-4
0045	3T	264	24	0	2400	0	-2400	0.00	0.00	4	0	-4
0045	3T	265	17	1	1700	6750	5050	0.06	3.97	3	11	8
0025	1T	1	64239	37641	6423900	5919690	-504210	0.59	0.92	11369	10477	-892
0025	1T	2	6714	2492	671400	591690	-79710	0.37	0.88	1188	1047	-141
0025	2F	12	37372	12224	3737200	3168580	-568620	0.33	0.85	6614	5608	-1006
0025	2F	13	14179	4465	1417900	1139220	-278680	0.31	0.80	2509	2016	-493
0025	2F	14	7497	2161	749700	588980	-160720	0.29	0.79	1326	1042	-284
0025	2F	15	2237	503	223700	188780	-34920	0.22	0.84	395	334	-61
0025	2F	16	1306	266	130600	119960	-10640	0.20	0.92	231	212	-19
0025	2F	23	690	156	69000	61980	-7020	0.23	0.90	122	109	-13
0025	2F	24	259	44	25900	16810	-9090	0.17	0.65	45	29	-16
0025	2F	25	260	38	26000	15140	-10860	0.15	0.58	46	26	-20
0025	2F	26	249	44	24900	25280	380	0.18	1.02	44	44	0
0025	2T	12	37318	9202	3731800	3058170	-673630	0.25	0.82	6604	5412	-1192
0025	2T	13	14179	3236	1417900	1105650	-312250	0.23	0.78	2509	1956	-553
0025	2T	14	7497	1572	749700	588440	-161260	0.21	0.78	1326	1041	-285
0025	2T	15	2237	353	223700	190190	-33510	0.16	0.85	395	336	-59
0025	2T	16	1306	183	130600	126780	-3820	0.14	0.97	231	224	-7
0025	2T	21	54	5	5400	6430	1030	0.09	1.19	9	11	2
0025	2T	23	690	86	69000	55860	-13140	0.12	0.81	122	98	-24
0025	2T	24	259	19	25900	11540	-14360	0.07	0.45	45	20	-25
0025	2T	25	260	23	26000	15840	-10160	0.09	0.61	46	28	-18
0025	2T	26	249	24	24900	22440	-2460	0.10	0.90	44	39	-5
0025	3F	123	7206	2049	720600	604640	-115960	0.28	0.84	1275	1070	-205
0025	3F	124	17117	3424	1711700	1296180	-415520	0.20	0.76	3029	2294	-735
0025	3F	125	5627	996	562700	443260	-119440	0.18	0.79	995	784	-211
0025	3F	126	6359	891	635900	572600	-63300	0.14	0.90	1125	1013	-112
0025	3F	134	4494	1037	449400	363760	-85640	0.23	0.81	795	643	-152
0025	3F	135	3307	613	330700	239610	-91090	0.19	0.72	585	424	-161
0025	3F	136	3238	496	323800	240820	-82980	0.15	0.74	573	426	-147
0025	3F	145	1548	283	154800	117510	-37290	0.18	0.76	273	207	-66
0025	3F	146	1076	164	107600	94370	-13230	0.15	0.88	190	167	-23
0025	3F	156	357	58	35700	30580	-5120	0.16	0.86	63	54	-9
0025	3F	234	235	45	23500	20250	-3250	0.19	0.86	41	35	-6
0025	3F	235	128	28	12800	10470	-2330	0.22	0.82	22	18	-4
0025	3F	236	176	27	17600	16570	-1030	0.15	0.94	31	29	-2
0025	3F	245	53	8	5300	3420	-1880	0.15	0.65	9	6	-3
0025	3F	246	51	5	5100	4050	-1050	0.10	0.79	9	7	-2
0025	3F	256	42	3	4200	950	-3250	0.07	0.23	7	1	-6
0025	3T	123	7052	913	705200	623170	-82030	0.13	0.88	1248	1102	-146
0025	3T	124	17000	1464	1700000	1304020	-395980	0.09	0.77	3008	2308	-700
0025	3T	125	5585	398	558500	440480	-118020	0.07	0.79	988	779	-209
0025	3T	126	6331	369	633100	596650	-36450	0.06	0.94	1120	1056	-64
0025	3T	132	150	14	15000	10410	-4590	0.09	0.69	26	18	-8
0025	3T	134	4275	427	427500	358660	-68840	0.10	0.84	756	634	-122
0025	3T	135	3240	256	324000	251830	-72170	0.08	0.78	573	445	-128
0025	3T	136	3220	211	322000	244020	-77980	0.07	0.76	569	431	-138
0025	3T	142	108	10	10800	9360	-1440	0.09	0.87	19	16	-3
0025	3T	143	219	15	21900	16630	-5270	0.07	0.76	38	29	-9
0025	3T	145	1500	96	150000	109480	-40520	0.06	0.73	265	193	-72
0025	3T	146	1053	59	105300	74540	-30760	0.06	0.71	186	131	-55
0025	3T	152	38	2	3800	2550	-1250	0.05	0.67	6	4	-2
0025	3T	153	67	2	6700	6330	-370	0.03	0.94	11	11	0
0025	3T	154	48	0	4800	0	-4800	0.00	0.00	8	0	-8
0025	3T	156	346	14	34600	22130	-12470	0.04	0.64	61	39	-22
0025	3T	163	18	0	1800	0	-1800	0.00	0.00	3	0	-3
0025	3T	164	23	0	2300	0	-2300	0.00	0.00	4	0	-4
0025	3T	165	11	0	1100	0	-1100	0.00	0.00	1	0	-1
0025	3T	213	4	0	400	0	-400	0.00	0.00	0	0	0
0025	3T	214	9	1	900	890	-10	0.11	0.99	1	1	0
0025	3T	215	4	0	400	0	-400	0.00	0.00	0	0	0
0025	3T	216	28	1	2800	8510	5710	0.04	3.04	4	15	11
0025	3T	234	230	8	23000	12230	-10770	0.03	0.53	40	21	-19
0025	3T	235	114	7	11400	6870	-4530	0.06	0.60	20	12	-8
0025	3T	236	174	5	17400	11120	-6280	0.03	0.64	30	19	-11
0025	3T	243	5	0	500	0	-500	0.00	0.00	0	0	0
0025	3T	245	49	1	4900	2160	-2740	0.02	0.44	8	3	-5
0025	3T	246	51	0	5100	0	-5100	0.00	0.00	9	0	-9
0025	3T	253	14	0	1400	0	-1400	0.00	0.00	2	0	-2
0025	3T	254	4	0	400	0	-400	0.00	0.00	0	0	0
0025	3T	256	40	1	4000	730	-3270	0.03	0.18	7	1	-6
0025	3T	263	2	0	200	0	-200	0.00	0.00	0	0	0
0025	3T	265	2	0	200	0	-200	0.00	0.00	0	0	0
0046	1T	1	21242	15003	2124200	1932660	-191540	0.71	0.91	3759	3420	-339
0046	1T	2	10613	3423	1061300	909850	-151450	0.32	0.86	1878	1610	-268
0046	2F	12	6217	2414	621700	495350	-126350	0.39	0.80	1100	876	-224
0046	2F	13	5352	1726	535200	456340	-78860	0.32	0.85	947	807	-140
0046	2F	14	5036	1122	503600	379040	-124560	0.22	0.75	891	670	-221
0046	2F	15	3718	525	371800	309880	-61920	0.14	0.83	658	548	-110
0046	2F	16	2153	239	215300	200860	-14440	0.11	0.93	381	355	-26
0046	2F	23	822	139	82200	58010	-24190	0.17	0.71	145	102	-43
0046	2F	24	1814	232	181400	124040	-57360	0.13	0.68	321	219	-102
0046	2F	25	2467	240	246700	161770	-84930	0.10	0.66	436	286	-150
0046	2F	26	2124	157	212400	145460	-66940	0.07	0.68	375	257	-118
0046	2T	12	5524	1797	552400	430800	-121600	0.33	0.78	977	762	-215
0046	2T	13	4943	1304	494300	394600	-99700	0.26	0.80	874	698	-176
0046	2T	14	4750	851	475000	339690	-135310	0.18	0.72	840	601	-239
0046	2T	15	3534	418	353400	290090	-63310	0.12	0.82	625	513	-112
0046	2T	16	2016	203	201600	198680	-2920	0.10	0.99	356	351	-5
0046	2T	21	693	69	69300	49930	-19370	0.10	0.72	122	88	-34
0046	2T	23	756	80	75600	57530	-18070	0.11	0.76	133	101	-32
0046	2T	24	1515	140	151500	103550	-47950	0.09	0.68	268	183	-85
0046	2T	25	2252	168	225200	161980	-63220	0.07	0.72	398	286	-112
0046	2T	26	1869	106	186900	122130	-64770	0.06	0.65	330	216	-114
0046	3F	123	1543	470	154300	125970	-28330	0.30	0.82	273	222	-51
0046	3F	124	2249	485	224900	162640	-62260	0.22	0.72	398	287	-111
0046	3F	125	2044	307	204400	174070	-30330	0.15	0.85	361	308	-53
0046	3F	126	2113	226	211300	164800	-46500	0.11	0.78	373	291	-82
0046	3F	134	1678	314	167800	117540	-50260	0.19	0.70	296	208	-88
0026	1T	1	63087	37247	6308700	5810280	-498420	0.59	0.92	11165	10283	-882
0026	1T	2	8092	2968	809200	730280	-78920	0.37	0.90	1432	1292	-140
0026	2F	12	31744	10671	3174400	2666100	-508300	0.34	0.84	5618	4718	-900
0026	2F	13	16605	5101	1660500	1330150	-330350	0.31	0.80	2938	2354	-584
0026	2F	14	8965	2489	896500	705050	-191450	0.28	0.79	1586	1247	-339
0026	2F	15	2182	490	218200	178470	-39730	0.22	0.82	386	315	-71
0026	2F	16	1622	334	162200	152250	-9950	0.21	0.94	287	269	-18
0026	2F	23	777	174	77700	63820	-13880	0.22	0.82	137	112	-25
0026	2F	24	507	99	50700	41570	-9130	0.20	0.82	89	73	-16
0026	2F	25	271	33	27100	13960	-13140	0.12	0.52	47	24	-23
0026	2F	26	334	62	33400	25240	-8160	0.19	0.76	59	44	-15
0026	2T	12	31575	8064	3157500	2572440	-585060	0.26	0.81	5588	4552	-1036
0026	2T	13	16605	3731	1660500	1284030	-376470	0.22	0.77	2938	2272	-666
0026	2T	14	8965	1836	896500	719840	-176660	0.20	0.80	1586	1274	-312
0026	2T	15	2182	348	218200	179000	-39200	0.16	0.82	386	316	-70
0026	2T	16	1622	240	162200	166150	3950	0.15	1.02	287	294	7
0026	2T	21	169	18	16900	15470	-1430	0.11	0.92	29	27	-2
0026	2T	23	777	90	77700	52730	-24970	0.12	0.68	137	93	-44
0026	2T	24	507	57	50700	41690	-9010	0.11	0.82	89	73	-16
0026	2T	25	271	21	27100	15110	-11990	0.08	0.56	47	26	-21
0026	2T	26	334	34	33400	23070	-10330	0.10	0.69	59	40	-19
0026	3F	123	5123	1531	512300	436020	-76280	0.30	0.85	906	771	-135
0026	3F	124	11466	2509	1146600	844080	-302520	0.22	0.74	2029	1493	-536
0026	3F	125	6320	1180	632000	528620	-103380	0.19	0.84	1118	935	-183
0026	3F	126	7752	979	775200	666470	-108730	0.13	0.86	1372	1179	-193
0026	3F	134	5099	1105	509900	387230	-122670	0.22	0.76	902	685	-217
0026	3F	135	3815	664	381500	267410	-114090	0.17	0.70	675	473	-202
0026	3F	136	4188	553	418800	330760	-88040	0.13	0.79	741	585	-156
0026	3F	145	1821	301	182100	125910	-56190	0.17	0.69	322	222	-100
0026	3F	146	1438	185	143800	119220	-24580	0.13	0.83	254	211	-43
0026	3F	156	341	61	34100	32010	-2090	0.18	0.94	60	56	-4
0026	3F	234	169	29	16900	10250	-6650	0.17	0.61	29	18	-11
0026	3F	235	218	31	21800	13020	-8780	0.14	0.60	38	23	-15
0026	3F	236	228	31	22800	21440	-1360	0.14	0.94	40	37	-3
0026	3F	245	142	16	14200	8420	-5780	0.11	0.59	25	14	-11
0026	3F	246	90	8	9000	9690	690	0.09	1.08	15	17	2
0026	3F	256	44	5	4400	2250	-2150	0.11	0.51	7	3	-4
0026	3T	123	5049	688	504900	443290	-61610	0.14	0.88	893	784	-109
0026	3T	124	11410	1086	1141000	843930	-297070	0.10	0.74	2019	1493	-526
0026	3T	125	6260	495	626000	530850	-95150	0.08	0.85	1107	939	-168
0026	3T	126	7678	444	767800	724800	-43000	0.06	0.94	1358	1282	-76
0026	3T	132	63	6	6300	4200	-2100	0.10	0.67	11	7	-4
0026	3T	134	4986	471	498600	400410	-98190	0.09	0.80	882	708	-174
0026	3T	135	3781	288	378100	288420	-89680	0.08	0.76	669	510	-159
0026	3T	136	4180	242	418000	318460	-99540	0.06	0.76	739	563	-176
0026	3T	142	20	0	2000	0	-2000	0.00	0.00	3	0	-3
0026	3T	143	113	6	11300	5660	-5640	0.05	0.50	20	10	-10
0026	3T	145	1778	103	177800	121000	-56800	0.06	0.68	314	214	-100
0026	3T	146	1404	74	140400	119840	-20560	0.05	0.85	248	212	-36
0026	3T	152	16	0	1600	0	-1600	0.00	0.00	2	0	-2
0026	3T	153	34	1	3400	1390	-2010	0.03	0.41	6	2	-4
0026	3T	154	43	2	4300	2730	-1570	0.05	0.63	7	4	-3
0026	3T	156	332	22	33200	34170	970	0.07	1.03	58	60	2
0026	3T	163	8	1	800	840	40	0.13	1.05	1	1	0
0026	3T	164	34	2	3400	6050	2650	0.06	1.78	6	10	4
0026	3T	165	9	1	900	1080	180	0.11	1.20	1	1	0
0026	3T	213	11	0	1100	0	-1100	0.00	0.00	1	0	-1
0026	3T	214	36	0	3600	0	-3600	0.00	0.00	6	0	-6
0026	3T	215	44	1	4400	2250	-2150	0.02	0.51	7	3	-4
0026	3T	216	74	3	7400	14140	6740	0.04	1.91	13	25	12
0026	3T	234	167	9	16700	10180	-6520	0.05	0.61	29	18	-11
0026	3T	235	216	9	21600	19750	-1850	0.04	0.91	38	34	-4
0026	3T	236	227	11	22700	20180	-2520	0.05	0.89	40	35	-5
